UserRank,UserID,MonthIndex,MonthDate,ActivityCount
30,18359,35,2011-07,44
31,105,35,2011-07,13
32,3363,35,2011-07,18
34,11360,35,2011-07,2
36,7717,35,2011-07,1065
38,59,35,2011-07,46
41,6544,35,2011-07,69
43,6515,35,2011-07,202
44,25673,35,2011-07,4
46,31852,35,2011-07,122
47,479,35,2011-07,3
49,27547,35,2011-07,46
50,14456,35,2011-07,152
51,1593,35,2011-07,57
52,419,35,2011-07,3
53,31423,35,2011-07,376
55,5206,35,2011-07,64
57,28308,35,2011-07,39
58,2505,35,2011-07,334
59,15578,35,2011-07,29
61,6759,35,2011-07,63
62,740,35,2011-07,67
63,31770,35,2011-07,13
65,410,35,2011-07,12
66,3673,35,2011-07,40
67,4712,35,2011-07,99
68,9740,35,2011-07,11
69,102,35,2011-07,15
70,15269,35,2011-07,152
71,5443,35,2011-07,38
72,25587,35,2011-07,49
73,27592,35,2011-07,266
76,385,35,2011-07,63
77,13797,35,2011-07,29
79,3984,35,2011-07,25
81,11339,35,2011-07,14
83,31889,35,2011-07,2036
84,33261,35,2011-07,203
86,619,35,2011-07,1
87,13118,35,2011-07,116
88,578,35,2011-07,13
89,2556,35,2011-07,26
90,7453,35,2011-07,59
91,3271,35,2011-07,9
92,15981,35,2011-07,16
94,25565,35,2011-07,20
95,29677,35,2011-07,137
97,10706,35,2011-07,10
99,10618,35,2011-07,102
0,38708,36,2011-08,11
1,7355,36,2011-08,362
2,16397,36,2011-08,456
3,13231,36,2011-08,388
5,818,36,2011-08,577
6,3515,36,2011-08,254
7,3012,36,2011-08,203
10,36530,36,2011-08,76
12,7165,36,2011-08,110
14,7764,36,2011-08,82
16,1368,36,2011-08,459
18,1733,36,2011-08,413
19,13975,36,2011-08,134
20,34217,36,2011-08,3
22,1730,36,2011-08,99
23,36512,36,2011-08,542
24,538,36,2011-08,69
25,17097,36,2011-08,46
28,9410,36,2011-08,84
30,18359,36,2011-08,183
31,105,36,2011-08,18
32,3363,36,2011-08,380
34,11360,36,2011-08,2
36,7717,36,2011-08,596
38,59,36,2011-08,50
40,4441,36,2011-08,1
41,6544,36,2011-08,141
43,6515,36,2011-08,65
46,31852,36,2011-08,112
47,479,36,2011-08,4
49,27547,36,2011-08,15
50,14456,36,2011-08,143
51,1593,36,2011-08,46
52,419,36,2011-08,13
53,31423,36,2011-08,616
55,5206,36,2011-08,42
57,28308,36,2011-08,82
58,2505,36,2011-08,473
59,15578,36,2011-08,266
61,6759,36,2011-08,68
62,740,36,2011-08,50
63,31770,36,2011-08,81
65,410,36,2011-08,15
66,3673,36,2011-08,101
67,4712,36,2011-08,39
68,9740,36,2011-08,15
69,102,36,2011-08,11
70,15269,36,2011-08,41
71,5443,36,2011-08,33
72,25587,36,2011-08,43
73,27592,36,2011-08,290
76,385,36,2011-08,56
77,13797,36,2011-08,16
79,3984,36,2011-08,17
81,11339,36,2011-08,6
83,31889,36,2011-08,405
84,33261,36,2011-08,40
86,619,36,2011-08,9
87,13118,36,2011-08,155
88,578,36,2011-08,5
89,2556,36,2011-08,19
90,7453,36,2011-08,28
91,3271,36,2011-08,52
92,15981,36,2011-08,20
94,25565,36,2011-08,7
95,29677,36,2011-08,270
97,10706,36,2011-08,36
99,10618,36,2011-08,72
0,38708,37,2011-09,63
1,7355,37,2011-09,342
2,16397,37,2011-09,393
3,13231,37,2011-09,411
5,818,37,2011-09,719
6,3515,37,2011-09,363
7,3012,37,2011-09,324
10,36530,37,2011-09,58
12,7165,37,2011-09,237
14,7764,37,2011-09,101
16,1368,37,2011-09,108
17,38342,37,2011-09,28
18,1733,37,2011-09,211
19,13975,37,2011-09,169
20,34217,37,2011-09,95
22,1730,37,2011-09,71
23,36512,37,2011-09,145
24,538,37,2011-09,43
25,17097,37,2011-09,29
28,9410,37,2011-09,8
30,18359,37,2011-09,290
31,105,37,2011-09,17
32,3363,37,2011-09,252
35,38551,37,2011-09,92
36,7717,37,2011-09,492
38,59,37,2011-09,47
41,6544,37,2011-09,82
43,6515,37,2011-09,2
44,25673,37,2011-09,2
46,31852,37,2011-09,58
47,479,37,2011-09,2
49,27547,37,2011-09,22
50,14456,37,2011-09,129
51,1593,37,2011-09,121
52,419,37,2011-09,1
53,31423,37,2011-09,30
55,5206,37,2011-09,35
57,28308,37,2011-09,21
58,2505,37,2011-09,57
59,15578,37,2011-09,186
61,6759,37,2011-09,46
62,740,37,2011-09,101
63,31770,37,2011-09,68
65,410,37,2011-09,3
66,3673,37,2011-09,58
67,4712,37,2011-09,63
68,9740,37,2011-09,18
69,102,37,2011-09,11
70,15269,37,2011-09,104
71,5443,37,2011-09,38
72,25587,37,2011-09,41
73,27592,37,2011-09,255
76,385,37,2011-09,89
77,13797,37,2011-09,9
79,3984,37,2011-09,30
81,11339,37,2011-09,70
83,31889,37,2011-09,3
84,33261,37,2011-09,24
86,619,37,2011-09,25
87,13118,37,2011-09,86
88,578,37,2011-09,3
89,2556,37,2011-09,2
90,7453,37,2011-09,16
91,3271,37,2011-09,1
92,15981,37,2011-09,45
95,29677,37,2011-09,161
97,10706,37,2011-09,10
99,10618,37,2011-09,38
0,38708,38,2011-10,56
1,7355,38,2011-10,292
2,16397,38,2011-10,413
3,13231,38,2011-10,218
5,818,38,2011-10,345
6,3515,38,2011-10,294
7,3012,38,2011-10,257
10,36530,38,2011-10,227
12,7165,38,2011-10,277
14,7764,38,2011-10,126
16,1368,38,2011-10,33
17,38342,38,2011-10,28
18,1733,38,2011-10,156
19,13975,38,2011-10,110
20,34217,38,2011-10,460
22,1730,38,2011-10,82
23,36512,38,2011-10,1
24,538,38,2011-10,19
25,17097,38,2011-10,28
28,9410,38,2011-10,3
30,18359,38,2011-10,205
31,105,38,2011-10,33
32,3363,38,2011-10,166
35,38551,38,2011-10,411
36,7717,38,2011-10,457
38,59,38,2011-10,55
41,6544,38,2011-10,72
43,6515,38,2011-10,3
44,25673,38,2011-10,6
46,31852,38,2011-10,178
47,479,38,2011-10,9
49,27547,38,2011-10,28
50,14456,38,2011-10,222
51,1593,38,2011-10,60
52,419,38,2011-10,1
53,31423,38,2011-10,5
55,5206,38,2011-10,42
57,28308,38,2011-10,49
58,2505,38,2011-10,38
59,15578,38,2011-10,68
61,6759,38,2011-10,32
62,740,38,2011-10,33
63,31770,38,2011-10,125
65,410,38,2011-10,11
66,3673,38,2011-10,39
67,4712,38,2011-10,24
68,9740,38,2011-10,31
69,102,38,2011-10,3
70,15269,38,2011-10,48
71,5443,38,2011-10,84
72,25587,38,2011-10,98
73,27592,38,2011-10,285
75,40261,38,2011-10,12
76,385,38,2011-10,63
77,13797,38,2011-10,14
79,3984,38,2011-10,39
81,11339,38,2011-10,150
83,31889,38,2011-10,2
84,33261,38,2011-10,191
86,619,38,2011-10,69
87,13118,38,2011-10,87
88,578,38,2011-10,9
89,2556,38,2011-10,4
90,7453,38,2011-10,11
92,15981,38,2011-10,2
93,39581,38,2011-10,2
94,25565,38,2011-10,6
95,29677,38,2011-10,209
97,10706,38,2011-10,3
99,10618,38,2011-10,95
0,38708,39,2011-11,27
1,7355,39,2011-11,482
2,16397,39,2011-11,450
3,13231,39,2011-11,217
5,818,39,2011-11,234
6,3515,39,2011-11,265
7,3012,39,2011-11,260
10,36530,39,2011-11,320
12,7165,39,2011-11,407
14,7764,39,2011-11,125
16,1368,39,2011-11,17
17,38342,39,2011-11,38
18,1733,39,2011-11,95
19,13975,39,2011-11,132
20,34217,39,2011-11,593
22,1730,39,2011-11,76
23,36512,39,2011-11,8
24,538,39,2011-11,5
25,17097,39,2011-11,53
28,9410,39,2011-11,20
30,18359,39,2011-11,246
31,105,39,2011-11,20
32,3363,39,2011-11,169
34,11360,39,2011-11,4
35,38551,39,2011-11,98
36,7717,39,2011-11,395
38,59,39,2011-11,47
40,4441,39,2011-11,2
41,6544,39,2011-11,58
43,6515,39,2011-11,4
44,25673,39,2011-11,24
46,31852,39,2011-11,75
47,479,39,2011-11,5
49,27547,39,2011-11,24
50,14456,39,2011-11,114
51,1593,39,2011-11,19
52,419,39,2011-11,3
53,31423,39,2011-11,148
55,5206,39,2011-11,67
57,28308,39,2011-11,62
58,2505,39,2011-11,35
59,15578,39,2011-11,43
61,6759,39,2011-11,65
62,740,39,2011-11,27
63,31770,39,2011-11,42
65,410,39,2011-11,18
66,3673,39,2011-11,21
67,4712,39,2011-11,26
68,9740,39,2011-11,21
70,15269,39,2011-11,11
71,5443,39,2011-11,50
72,25587,39,2011-11,77
73,27592,39,2011-11,162
75,40261,39,2011-11,118
76,385,39,2011-11,57
77,13797,39,2011-11,41
79,3984,39,2011-11,29
81,11339,39,2011-11,91
83,31889,39,2011-11,6
84,33261,39,2011-11,16
86,619,39,2011-11,122
87,13118,39,2011-11,89
88,578,39,2011-11,9
89,2556,39,2011-11,2
90,7453,39,2011-11,29
91,3271,39,2011-11,16
92,15981,39,2011-11,1
93,39581,39,2011-11,176
94,25565,39,2011-11,2
95,29677,39,2011-11,25
97,10706,39,2011-11,3
99,10618,39,2011-11,60
0,38708,40,2011-12,95
1,7355,40,2011-12,337
2,16397,40,2011-12,232
3,13231,40,2011-12,201
5,818,40,2011-12,326
6,3515,40,2011-12,253
7,3012,40,2011-12,145
10,36530,40,2011-12,183
12,7165,40,2011-12,461
14,7764,40,2011-12,59
16,1368,40,2011-12,131
17,38342,40,2011-12,100
18,1733,40,2011-12,41
19,13975,40,2011-12,25
20,34217,40,2011-12,394
22,1730,40,2011-12,46
23,36512,40,2011-12,1
24,538,40,2011-12,4
25,17097,40,2011-12,43
28,9410,40,2011-12,74
30,18359,40,2011-12,189
31,105,40,2011-12,8
32,3363,40,2011-12,185
34,11360,40,2011-12,7
35,38551,40,2011-12,129
36,7717,40,2011-12,442
38,59,40,2011-12,10
40,4441,40,2011-12,1
41,6544,40,2011-12,76
43,6515,40,2011-12,78
46,31852,40,2011-12,138
47,479,40,2011-12,4
49,27547,40,2011-12,44
50,14456,40,2011-12,143
51,1593,40,2011-12,39
52,419,40,2011-12,2
53,31423,40,2011-12,343
55,5206,40,2011-12,42
57,28308,40,2011-12,58
58,2505,40,2011-12,47
59,15578,40,2011-12,5
61,6759,40,2011-12,39
62,740,40,2011-12,39
63,31770,40,2011-12,43
65,410,40,2011-12,13
66,3673,40,2011-12,29
67,4712,40,2011-12,35
68,9740,40,2011-12,18
69,102,40,2011-12,6
70,15269,40,2011-12,30
71,5443,40,2011-12,33
72,25587,40,2011-12,51
73,27592,40,2011-12,180
75,40261,40,2011-12,182
76,385,40,2011-12,16
77,13797,40,2011-12,13
79,3984,40,2011-12,1
81,11339,40,2011-12,81
83,31889,40,2011-12,11
84,33261,40,2011-12,275
86,619,40,2011-12,66
87,13118,40,2011-12,77
88,578,40,2011-12,2
90,7453,40,2011-12,10
91,3271,40,2011-12,11
93,39581,40,2011-12,216
94,25565,40,2011-12,3
95,29677,40,2011-12,38
97,10706,40,2011-12,6
99,10618,40,2011-12,89
0,38708,41,2012-01,73
1,7355,41,2012-01,182
2,16397,41,2012-01,356
3,13231,41,2012-01,154
5,818,41,2012-01,433
6,3515,41,2012-01,241
7,3012,41,2012-01,220
10,36530,41,2012-01,218
12,7165,41,2012-01,570
14,7764,41,2012-01,89
16,1368,41,2012-01,83
17,38342,41,2012-01,88
18,1733,41,2012-01,55
19,13975,41,2012-01,47
20,34217,41,2012-01,361
22,1730,41,2012-01,69
23,36512,41,2012-01,25
24,538,41,2012-01,7
25,17097,41,2012-01,49
28,9410,41,2012-01,62
30,18359,41,2012-01,363
32,3363,41,2012-01,133
34,11360,41,2012-01,115
35,38551,41,2012-01,296
36,7717,41,2012-01,301
38,59,41,2012-01,41
41,6544,41,2012-01,40
43,6515,41,2012-01,23
44,25673,41,2012-01,40
46,31852,41,2012-01,118
47,479,41,2012-01,1
49,27547,41,2012-01,26
50,14456,41,2012-01,82
51,1593,41,2012-01,43
52,419,41,2012-01,16
53,31423,41,2012-01,189
55,5206,41,2012-01,99
57,28308,41,2012-01,112
58,2505,41,2012-01,32
59,15578,41,2012-01,2
61,6759,41,2012-01,24
62,740,41,2012-01,14
63,31770,41,2012-01,51
65,410,41,2012-01,5
66,3673,41,2012-01,19
67,4712,41,2012-01,17
68,9740,41,2012-01,33
69,102,41,2012-01,3
70,15269,41,2012-01,7
71,5443,41,2012-01,87
72,25587,41,2012-01,22
73,27592,41,2012-01,94
75,40261,41,2012-01,37
76,385,41,2012-01,25
77,13797,41,2012-01,6
79,3984,41,2012-01,40
81,11339,41,2012-01,79
83,31889,41,2012-01,2
84,33261,41,2012-01,151
86,619,41,2012-01,94
87,13118,41,2012-01,193
88,578,41,2012-01,8
89,2556,41,2012-01,3
90,7453,41,2012-01,33
91,3271,41,2012-01,14
92,15981,41,2012-01,1
93,39581,41,2012-01,224
94,25565,41,2012-01,1
95,29677,41,2012-01,94
97,10706,41,2012-01,13
99,10618,41,2012-01,66
0,38708,42,2012-02,56
1,7355,42,2012-02,93
2,16397,42,2012-02,284
3,13231,42,2012-02,442
5,818,42,2012-02,308
6,3515,42,2012-02,236
7,3012,42,2012-02,274
10,36530,42,2012-02,227
12,7165,42,2012-02,306
14,7764,42,2012-02,115
16,1368,42,2012-02,754
17,38342,42,2012-02,103
18,1733,42,2012-02,58
19,13975,42,2012-02,81
20,34217,42,2012-02,126
22,1730,42,2012-02,42
23,36512,42,2012-02,1
24,538,42,2012-02,5
25,17097,42,2012-02,69
26,46394,42,2012-02,3
28,9410,42,2012-02,80
30,18359,42,2012-02,169
31,105,42,2012-02,6
32,3363,42,2012-02,184
33,45646,42,2012-02,533
34,11360,42,2012-02,346
35,38551,42,2012-02,246
36,7717,42,2012-02,97
38,59,42,2012-02,57
40,4441,42,2012-02,3
41,6544,42,2012-02,48
44,25673,42,2012-02,9
46,31852,42,2012-02,20
47,479,42,2012-02,5
49,27547,42,2012-02,29
50,14456,42,2012-02,83
51,1593,42,2012-02,137
52,419,42,2012-02,9
53,31423,42,2012-02,132
55,5206,42,2012-02,149
56,46216,42,2012-02,73
57,28308,42,2012-02,34
58,2505,42,2012-02,17
61,6759,42,2012-02,30
62,740,42,2012-02,31
63,31770,42,2012-02,7
65,410,42,2012-02,4
66,3673,42,2012-02,33
67,4712,42,2012-02,4
68,9740,42,2012-02,33
69,102,42,2012-02,19
70,15269,42,2012-02,25
71,5443,42,2012-02,138
72,25587,42,2012-02,13
73,27592,42,2012-02,304
74,17350,42,2012-02,2
75,40261,42,2012-02,37
76,385,42,2012-02,17
77,13797,42,2012-02,6
79,3984,42,2012-02,6
81,11339,42,2012-02,12
83,31889,42,2012-02,5
84,33261,42,2012-02,18
86,619,42,2012-02,34
87,13118,42,2012-02,55
88,578,42,2012-02,2
89,2556,42,2012-02,1
90,7453,42,2012-02,23
91,3271,42,2012-02,118
92,15981,42,2012-02,5
93,39581,42,2012-02,221
94,25565,42,2012-02,4
95,29677,42,2012-02,20
97,10706,42,2012-02,42
99,10618,42,2012-02,133
0,38708,43,2012-03,141
1,7355,43,2012-03,133
2,16397,43,2012-03,372
3,13231,43,2012-03,177
5,818,43,2012-03,188
6,3515,43,2012-03,178
7,3012,43,2012-03,190
9,47728,43,2012-03,1
10,36530,43,2012-03,297
12,7165,43,2012-03,89
14,7764,43,2012-03,152
16,1368,43,2012-03,250
17,38342,43,2012-03,8
18,1733,43,2012-03,36
19,13975,43,2012-03,102
20,34217,43,2012-03,107
22,1730,43,2012-03,54
23,36512,43,2012-03,7
24,538,43,2012-03,4
25,17097,43,2012-03,201
28,9410,43,2012-03,180
30,18359,43,2012-03,146
31,105,43,2012-03,7
32,3363,43,2012-03,346
33,45646,43,2012-03,202
34,11360,43,2012-03,405
35,38551,43,2012-03,251
36,7717,43,2012-03,113
38,59,43,2012-03,71
40,4441,43,2012-03,1
43,6515,43,2012-03,3
44,25673,43,2012-03,11
46,31852,43,2012-03,52
47,479,43,2012-03,5
49,27547,43,2012-03,53
50,14456,43,2012-03,152
51,1593,43,2012-03,43
52,419,43,2012-03,2
53,31423,43,2012-03,73
55,5206,43,2012-03,103
56,46216,43,2012-03,225
57,28308,43,2012-03,70
58,2505,43,2012-03,83
59,15578,43,2012-03,9
61,6759,43,2012-03,23
62,740,43,2012-03,13
63,31770,43,2012-03,74
65,410,43,2012-03,22
66,3673,43,2012-03,83
67,4712,43,2012-03,20
68,9740,43,2012-03,87
69,102,43,2012-03,3
70,15269,43,2012-03,3
71,5443,43,2012-03,57
72,25587,43,2012-03,38
73,27592,43,2012-03,92
75,40261,43,2012-03,5
76,385,43,2012-03,17
77,13797,43,2012-03,5
79,3984,43,2012-03,15
81,11339,43,2012-03,8
84,33261,43,2012-03,211
86,619,43,2012-03,20
88,578,43,2012-03,3
90,7453,43,2012-03,20
91,3271,43,2012-03,13
92,15981,43,2012-03,36
93,39581,43,2012-03,249
94,25565,43,2012-03,1
95,29677,43,2012-03,3
97,10706,43,2012-03,36
99,10618,43,2012-03,30
0,38708,44,2012-04,106
1,7355,44,2012-04,93
2,16397,44,2012-04,346
3,13231,44,2012-04,331
5,818,44,2012-04,178
6,3515,44,2012-04,192
7,3012,44,2012-04,234
10,36530,44,2012-04,274
12,7165,44,2012-04,136
14,7764,44,2012-04,204
16,1368,44,2012-04,73
17,38342,44,2012-04,56
18,1733,44,2012-04,61
19,13975,44,2012-04,62
20,34217,44,2012-04,221
22,1730,44,2012-04,79
23,36512,44,2012-04,3
24,538,44,2012-04,5
25,17097,44,2012-04,89
28,9410,44,2012-04,61
30,18359,44,2012-04,213
31,105,44,2012-04,6
32,3363,44,2012-04,395
33,45646,44,2012-04,29
34,11360,44,2012-04,290
35,38551,44,2012-04,138
36,7717,44,2012-04,41
38,59,44,2012-04,16
40,4441,44,2012-04,3
41,6544,44,2012-04,29
43,6515,44,2012-04,1
44,25673,44,2012-04,3
46,31852,44,2012-04,48
47,479,44,2012-04,5
49,27547,44,2012-04,52
50,14456,44,2012-04,96
51,1593,44,2012-04,20
52,419,44,2012-04,8
53,31423,44,2012-04,151
55,5206,44,2012-04,121
56,46216,44,2012-04,298
57,28308,44,2012-04,71
58,2505,44,2012-04,46
59,15578,44,2012-04,49
61,6759,44,2012-04,28
62,740,44,2012-04,10
63,31770,44,2012-04,54
65,410,44,2012-04,26
66,3673,44,2012-04,47
67,4712,44,2012-04,27
68,9740,44,2012-04,57
69,102,44,2012-04,51
70,15269,44,2012-04,83
71,5443,44,2012-04,25
72,25587,44,2012-04,29
73,27592,44,2012-04,18
75,40261,44,2012-04,103
76,385,44,2012-04,26
77,13797,44,2012-04,1
79,3984,44,2012-04,18
81,11339,44,2012-04,10
84,33261,44,2012-04,20
86,619,44,2012-04,8
87,13118,44,2012-04,2
88,578,44,2012-04,16
90,7453,44,2012-04,20
91,3271,44,2012-04,7
92,15981,44,2012-04,1
93,39581,44,2012-04,111
95,29677,44,2012-04,12
97,10706,44,2012-04,7
99,10618,44,2012-04,31
0,38708,45,2012-05,152
1,7355,45,2012-05,124
2,16397,45,2012-05,638
3,13231,45,2012-05,405
5,818,45,2012-05,324
6,3515,45,2012-05,171
7,3012,45,2012-05,183
9,47728,45,2012-05,14
10,36530,45,2012-05,255
12,7165,45,2012-05,208
14,7764,45,2012-05,145
16,1368,45,2012-05,92
17,38342,45,2012-05,75
18,1733,45,2012-05,58
19,13975,45,2012-05,45
20,34217,45,2012-05,249
22,1730,45,2012-05,32
23,36512,45,2012-05,5
24,538,45,2012-05,5
25,17097,45,2012-05,122
28,9410,45,2012-05,42
30,18359,45,2012-05,153
31,105,45,2012-05,5
32,3363,45,2012-05,79
33,45646,45,2012-05,3
34,11360,45,2012-05,331
35,38551,45,2012-05,32
36,7717,45,2012-05,39
38,59,45,2012-05,42
40,4441,45,2012-05,4
41,6544,45,2012-05,14
43,6515,45,2012-05,32
44,25673,45,2012-05,9
46,31852,45,2012-05,105
47,479,45,2012-05,7
49,27547,45,2012-05,34
50,14456,45,2012-05,62
51,1593,45,2012-05,37
52,419,45,2012-05,19
53,31423,45,2012-05,51
55,5206,45,2012-05,15
56,46216,45,2012-05,344
57,28308,45,2012-05,51
58,2505,45,2012-05,139
59,15578,45,2012-05,23
61,6759,45,2012-05,22
62,740,45,2012-05,7
63,31770,45,2012-05,57
64,52651,45,2012-05,15
65,410,45,2012-05,7
66,3673,45,2012-05,67
67,4712,45,2012-05,13
68,9740,45,2012-05,66
69,102,45,2012-05,24
70,15269,45,2012-05,63
71,5443,45,2012-05,49
72,25587,45,2012-05,48
73,27592,45,2012-05,12
75,40261,45,2012-05,139
76,385,45,2012-05,8
77,13797,45,2012-05,10
79,3984,45,2012-05,33
81,11339,45,2012-05,1
83,31889,45,2012-05,3
84,33261,45,2012-05,56
86,619,45,2012-05,35
88,578,45,2012-05,5
89,2556,45,2012-05,2
90,7453,45,2012-05,19
91,3271,45,2012-05,57
92,15981,45,2012-05,8
93,39581,45,2012-05,242
94,25565,45,2012-05,1
95,29677,45,2012-05,68
97,10706,45,2012-05,14
99,10618,45,2012-05,18
0,38708,46,2012-06,253
1,7355,46,2012-06,315
2,16397,46,2012-06,595
3,13231,46,2012-06,192
5,818,46,2012-06,217
6,3515,46,2012-06,480
7,3012,46,2012-06,177
8,54102,46,2012-06,8
9,47728,46,2012-06,122
10,36530,46,2012-06,187
12,7165,46,2012-06,139
14,7764,46,2012-06,65
16,1368,46,2012-06,513
17,38342,46,2012-06,109
18,1733,46,2012-06,54
19,13975,46,2012-06,83
20,34217,46,2012-06,146
22,1730,46,2012-06,70
23,36512,46,2012-06,2
24,538,46,2012-06,9
25,17097,46,2012-06,114
28,9410,46,2012-06,36
30,18359,46,2012-06,126
31,105,46,2012-06,4
32,3363,46,2012-06,147
34,11360,46,2012-06,317
35,38551,46,2012-06,1
36,7717,46,2012-06,5
38,59,46,2012-06,18
40,4441,46,2012-06,1
41,6544,46,2012-06,40
43,6515,46,2012-06,206
44,25673,46,2012-06,4
46,31852,46,2012-06,102
47,479,46,2012-06,3
49,27547,46,2012-06,62
50,14456,46,2012-06,37
51,1593,46,2012-06,52
52,419,46,2012-06,41
53,31423,46,2012-06,301
55,5206,46,2012-06,32
56,46216,46,2012-06,175
57,28308,46,2012-06,50
58,2505,46,2012-06,37
59,15578,46,2012-06,18
61,6759,46,2012-06,31
62,740,46,2012-06,34
63,31770,46,2012-06,45
64,52651,46,2012-06,70
65,410,46,2012-06,15
66,3673,46,2012-06,21
67,4712,46,2012-06,47
68,9740,46,2012-06,40
69,102,46,2012-06,14
70,15269,46,2012-06,4
71,5443,46,2012-06,15
72,25587,46,2012-06,30
73,27592,46,2012-06,1
75,40261,46,2012-06,225
76,385,46,2012-06,16
77,13797,46,2012-06,19
79,3984,46,2012-06,19
81,11339,46,2012-06,6
83,31889,46,2012-06,2
84,33261,46,2012-06,5
86,619,46,2012-06,11
88,578,46,2012-06,21
90,7453,46,2012-06,3
91,3271,46,2012-06,30
92,15981,46,2012-06,23
93,39581,46,2012-06,187
94,25565,46,2012-06,1
95,29677,46,2012-06,55
97,10706,46,2012-06,3
99,10618,46,2012-06,14
0,38708,47,2012-07,150
1,7355,47,2012-07,89
2,16397,47,2012-07,277
3,13231,47,2012-07,15
5,818,47,2012-07,78
6,3515,47,2012-07,276
7,3012,47,2012-07,212
9,47728,47,2012-07,402
10,36530,47,2012-07,228
12,7165,47,2012-07,130
14,7764,47,2012-07,144
15,57081,47,2012-07,257
16,1368,47,2012-07,871
17,38342,47,2012-07,42
18,1733,47,2012-07,20
19,13975,47,2012-07,23
20,34217,47,2012-07,100
22,1730,47,2012-07,63
23,36512,47,2012-07,18
24,538,47,2012-07,7
25,17097,47,2012-07,96
28,9410,47,2012-07,172
30,18359,47,2012-07,140
31,105,47,2012-07,3
32,3363,47,2012-07,65
34,11360,47,2012-07,278
35,38551,47,2012-07,1
36,7717,47,2012-07,21
38,59,47,2012-07,29
41,6544,47,2012-07,83
43,6515,47,2012-07,82
44,25673,47,2012-07,21
46,31852,47,2012-07,178
47,479,47,2012-07,6
49,27547,47,2012-07,47
50,14456,47,2012-07,50
51,1593,47,2012-07,41
52,419,47,2012-07,34
53,31423,47,2012-07,293
55,5206,47,2012-07,31
56,46216,47,2012-07,140
57,28308,47,2012-07,58
58,2505,47,2012-07,11
59,15578,47,2012-07,62
61,6759,47,2012-07,17
62,740,47,2012-07,46
63,31770,47,2012-07,35
64,52651,47,2012-07,238
65,410,47,2012-07,50
66,3673,47,2012-07,11
67,4712,47,2012-07,11
68,9740,47,2012-07,68
69,102,47,2012-07,17
70,15269,47,2012-07,10
71,5443,47,2012-07,83
72,25587,47,2012-07,65
73,27592,47,2012-07,4
75,40261,47,2012-07,238
76,385,47,2012-07,26
77,13797,47,2012-07,18
78,56459,47,2012-07,296
79,3984,47,2012-07,11
81,11339,47,2012-07,2
84,33261,47,2012-07,38
86,619,47,2012-07,9
87,13118,47,2012-07,2
88,578,47,2012-07,5
90,7453,47,2012-07,1
91,3271,47,2012-07,37
92,15981,47,2012-07,89
93,39581,47,2012-07,81
94,25565,47,2012-07,1
95,29677,47,2012-07,75
97,10706,47,2012-07,1
99,10618,47,2012-07,41
0,38708,48,2012-08,206
1,7355,48,2012-08,165
2,16397,48,2012-08,200
3,13231,48,2012-08,189
5,818,48,2012-08,146
6,3515,48,2012-08,141
7,3012,48,2012-08,157
8,54102,48,2012-08,34
9,47728,48,2012-08,225
10,36530,48,2012-08,230
12,7165,48,2012-08,239
14,7764,48,2012-08,208
15,57081,48,2012-08,471
16,1368,48,2012-08,403
17,38342,48,2012-08,123
18,1733,48,2012-08,48
19,13975,48,2012-08,25
20,34217,48,2012-08,88
22,1730,48,2012-08,79
23,36512,48,2012-08,204
24,538,48,2012-08,11
25,17097,48,2012-08,103
26,46394,48,2012-08,413
28,9410,48,2012-08,90
30,18359,48,2012-08,393
31,105,48,2012-08,11
32,3363,48,2012-08,161
34,11360,48,2012-08,211
35,38551,48,2012-08,2
36,7717,48,2012-08,9
38,59,48,2012-08,26
39,58821,48,2012-08,42
40,4441,48,2012-08,5
41,6544,48,2012-08,83
43,6515,48,2012-08,228
46,31852,48,2012-08,161
47,479,48,2012-08,2
49,27547,48,2012-08,26
50,14456,48,2012-08,55
51,1593,48,2012-08,18
52,419,48,2012-08,7
53,31423,48,2012-08,149
55,5206,48,2012-08,41
56,46216,48,2012-08,36
57,28308,48,2012-08,61
58,2505,48,2012-08,62
59,15578,48,2012-08,42
61,6759,48,2012-08,23
62,740,48,2012-08,76
63,31770,48,2012-08,107
64,52651,48,2012-08,70
65,410,48,2012-08,9
66,3673,48,2012-08,37
67,4712,48,2012-08,16
68,9740,48,2012-08,90
69,102,48,2012-08,16
70,15269,48,2012-08,20
71,5443,48,2012-08,33
72,25587,48,2012-08,73
73,27592,48,2012-08,14
74,17350,48,2012-08,3
75,40261,48,2012-08,146
76,385,48,2012-08,22
77,13797,48,2012-08,9
78,56459,48,2012-08,317
79,3984,48,2012-08,23
83,31889,48,2012-08,4
84,33261,48,2012-08,48
86,619,48,2012-08,3
88,578,48,2012-08,6
89,2556,48,2012-08,11
90,7453,48,2012-08,14
91,3271,48,2012-08,17
92,15981,48,2012-08,42
93,39581,48,2012-08,12
94,25565,48,2012-08,1
95,29677,48,2012-08,1
99,10618,48,2012-08,24
0,38708,49,2012-09,255
1,7355,49,2012-09,213
2,16397,49,2012-09,219
3,13231,49,2012-09,262
5,818,49,2012-09,220
6,3515,49,2012-09,115
7,3012,49,2012-09,179
8,54102,49,2012-09,319
9,47728,49,2012-09,313
10,36530,49,2012-09,146
12,7165,49,2012-09,98
14,7764,49,2012-09,74
15,57081,49,2012-09,557
16,1368,49,2012-09,441
17,38342,49,2012-09,104
18,1733,49,2012-09,35
19,13975,49,2012-09,25
20,34217,49,2012-09,29
